timestamp,VWAP,Liquidity,Max,Min,Timestamp,Volatility,FD
2021-01-08 00:00:00,4.995005555555555,2875.5,4.997095,4.99347,2021-01-08 00:00:00,0.0007257249185574459,0.0
2021-01-08 06:00:00,5.0085661111111115,4045.8333333333335,5.020573333333333,4.995795,2021-01-08 06:00:00,0.004947191029058019,116413.79310346289
2021-01-08 12:00:00,5.005662222222222,5192.166666666667,5.012595,4.997803333333334,2021-01-08 12:00:00,0.0029549869747503457,7708.3473464721865
2021-01-08 18:00:00,5.006150383022774,2352.1666666666665,5.0104283333333335,5.001720000000001,2021-01-08 18:00:00,0.0017395269153050645,22107.042253521322
2021-01-09 00:00:00,5.002720341614907,0.0,5.0037645962732915,5.001676086956522,2021-01-09 00:00:00,0.00041747472857848274,32038.277511963413
2021-01-09 06:00:00,5.000214130434782,0.0,5.001258385093168,4.999169875776397,2021-01-09 06:00:00,0.00041768397558386653,92889.21933087497
2021-01-09 12:00:00,4.997707919254658,0.0,4.998752173913044,4.996663664596273,2021-01-09 12:00:00,0.0004178934324521508,92889.21933083546
2021-01-09 18:00:00,4.995201708074535,0.0,4.996245962732919,4.994157453416149,2021-01-09 18:00:00,0.00041810309949939317,91931.5985129918
2021-01-10 00:00:00,4.9926954968944095,0.0,4.993739751552795,4.991651242236025,2021-01-10 00:00:00,0.00041831297704192984,91931.5985129918
2021-01-10 06:00:00,4.990189285714286,0.0,4.99123354037267,4.989145031055901,2021-01-10 06:00:00,0.0004185230653972663,91931.5985130309
2021-01-10 12:00:00,4.987683074534162,0.0,4.988727329192546,4.986638819875776,2021-01-10 12:00:00,0.0004187333648830123,91931.5985130309
2021-01-10 18:00:00,4.991492402518978,598.1666666666666,5.001833333333334,4.985385714285714,2021-01-10 18:00:00,0.00329513053837753,91931.5985130309
2021-01-11 00:00:00,5.002832777777778,2789.6666666666665,5.004085,5.000791666666667,2021-01-11 00:00:00,0.0006582937067098171,10883.034163288501
2021-01-11 06:00:00,5.009082500000001,3884.0,5.019125,4.999325,2021-01-11 06:00:00,0.003952819703009491,77732.79352228205
2021-01-11 12:00:00,5.020528888888889,4293.833333333333,5.0270166666666665,5.01658,2021-01-11 12:00:00,0.002078798249675241,12424.242424242399
2021-01-11 18:00:00,5.028692222222222,2104.3333333333335,5.033118333333333,5.02233,2021-01-11 18:00:00,0.002145355662384468,21750.239540084003
2021-01-12 00:00:00,5.036565555555556,2391.6666666666665,5.04097,5.029786666666666,2021-01-12 00:00:00,0.0022204284268667186,32998.60960914616
2021-01-12 06:00:00,5.047318611111112,3915.6666666666665,5.061179999999999,5.037381666666667,2021-01-12 06:00:00,0.004715044792485125,15558.867362146066
2021-01-12 12:00:00,5.063688055555556,4134.833333333333,5.0712850000000005,5.058841666666667,2021-01-12 12:00:00,0.0024573656980472073,9538.483087051169
2021-01-12 18:00:00,5.0600274999999995,2505.3333333333335,5.062843333333333,5.056066666666666,2021-01-12 18:00:00,0.0013392549085290738,19126.70774176227
2021-01-13 00:00:00,5.062575833333333,2174.0,5.0642,5.060996666666667,2021-01-13 00:00:00,0.0006327477234495863,36005.90260698246
2021-01-13 06:00:00,5.0744605555555555,3510.5,5.082441666666667,5.0606583333333335,2021-01-13 06:00:00,0.004292738724608853,83038.50156089418
2021-01-13 12:00:00,5.084865555555556,4185.5,5.08762,5.080431666666667,2021-01-13 12:00:00,0.001413672250484546,8630.45141545518
2021-01-13 18:00:00,5.086959519774012,2290.5,5.091613333333333,5.0841433333333335,2021-01-13 18:00:00,0.001468460673013474,60932.06584743594
2021-01-14 00:00:00,5.095182222222223,2548.3333333333335,5.098746666666667,5.0926583333333335,2021-01-14 00:00:00,0.0011949196452247972,29183.40026773901
2021-01-14 06:00:00,5.098515555555555,3619.6666666666665,5.105523333333334,5.092115000000001,2021-01-14 06:00:00,0.002629850431410999,43033.12346016873
2021-01-14 12:00:00,5.111622777777778,4116.5,5.120876666666667,5.099075,2021-01-14 12:00:00,0.004265116503010959,33934.12057178338
2021-01-14 18:00:00,5.1098799999999995,2430.5,5.1137033333333335,5.105098333333333,2021-01-14 18:00:00,0.0016839925790821304,11879.825701398948
2021-01-15 00:00:00,5.115491666666666,2652.5,5.117121666666666,5.113593333333333,2021-01-15 00:00:00,0.0006897349391308472,34863.4514816959
2021-01-15 06:00:00,5.112566111111112,3692.6666666666665,5.119203333333333,5.1072750000000005,2021-01-15 06:00:00,0.0023331401636858783,57817.6665092217
2021-01-15 12:00:00,5.100674722222222,3564.0,5.101681666666667,5.098505,2021-01-15 12:00:00,0.0006227934223734659,23557.35643426151
2021-01-15 18:00:00,5.1023613768115945,1748.1666666666667,5.103485,5.100553260869565,2021-01-15 18:00:00,0.0005745847684875913,161804.82686254245
2021-01-16 00:00:00,5.099689673913042,0.0,5.10030652173913,5.099072826086956,2021-01-16 00:00:00,0.00024191582842481084,89025.65623608044
2021-01-16 06:00:00,5.0982092391304334,0.0,5.098826086956521,5.097592391304348,2021-01-16 06:00:00,0.00024198607673930268,157251.1013215586
2021-01-16 12:00:00,5.096728804347825,0.0,5.097345652173913,5.096111956521739,2021-01-16 12:00:00,0.0002420563658638671,157251.10132167183
2021-01-16 18:00:00,5.095248369565216,0.0,5.095865217391304,5.09463152173913,2021-01-16 18:00:00,0.00024212669583355362,157251.1013215586
2021-01-17 00:00:00,5.0937679347826075,0.0,5.094384782608695,5.093151086956521,2021-01-17 00:00:00,0.00024219706668414978,157251.1013215586
