timestamp,VWAP,Liquidity,Max,Min,Timestamp,Volatility,FD
2021-04-15 18:00:00,8.423471944444444,1552.0,8.425748333333333,8.419033333333333,2021-04-15 18:00:00,0.0007971772262420329,25263.961328073787
2021-04-16 00:00:00,8.419458055555555,1738.8333333333333,8.425035,8.414713333333333,2021-04-16 00:00:00,0.0012259300537586734,43186.89501117028
2021-04-16 06:00:00,8.444938333333333,2532.0,8.455658333333334,8.426203333333333,2021-04-16 06:00:00,0.003487888109702059,35556.27321169251
2021-04-16 12:00:00,8.450946666666667,4089.8333333333335,8.45714,8.445071666666667,2021-04-16 12:00:00,0.0014280451420827294,10931.930062807505
2021-04-16 18:00:00,8.445444583333334,1240.1666666666667,8.447610000000001,8.443673333333333,2021-04-16 18:00:00,0.00046612900337264046,26847.12056345756
2021-04-17 00:00:00,8.444956249999999,0.0,8.44505,8.4448625,2021-04-17 00:00:00,2.2202601700973326e-05,91193.90347160259
2021-04-17 06:00:00,8.444487103174604,2.0,8.4452,8.443014285714286,2021-04-17 06:00:00,0.00025883327892019877,1045333.3333283421
2021-04-17 12:00:00,8.443334444444444,5.0,8.44335,8.4433,2021-04-17 12:00:00,5.921831040671678e-06,93333.33333334497
2021-04-17 18:00:00,8.44334138888889,4.666666666666667,8.4438,8.442875,2021-04-17 18:00:00,0.00010955378414711463,6880000.000016035
2021-04-18 00:00:00,8.443333333333333,4.666666666666667,8.443349999999999,8.4433,2021-04-18 00:00:00,5.9218318197521256e-06,325405.4054058513
2021-04-18 06:00:00,8.443047407407407,2.6666666666666665,8.4452,8.4415,2021-04-18 06:00:00,0.00043823039495835444,14060000.000532279
2021-04-18 12:00:00,8.441699999999999,0.0,8.441811111111111,8.441588888888889,2021-04-18 12:00:00,2.6324344885734118e-05,72972.97297296787
2021-04-18 18:00:00,8.442813009015737,236.66666666666666,8.44637,8.439705084745762,2021-04-18 18:00:00,0.0007894187928976185,882000.0000012722
2021-04-19 00:00:00,8.438638055555556,1945.6666666666667,8.442865000000001,8.435475,2021-04-19 00:00:00,0.0008757337323095293,54764.387254276815
2021-04-19 06:00:00,8.480602222222222,2671.6666666666665,8.501638333333334,8.444921666666666,2021-04-19 06:00:00,0.006687811216761267,45737.48308524479
2021-04-19 12:00:00,8.48787138888889,2155.3333333333335,8.498333333333333,8.483633333333334,2021-04-19 12:00:00,0.0017318829806072032,3473.405818395433
2021-04-19 18:00:00,8.485739999999998,1238.5,8.487451666666667,8.482681666666666,2021-04-19 18:00:00,0.0005621195087288331,16734.6938775516
2021-04-20 00:00:00,8.49041888888889,1925.8333333333333,8.497298333333333,8.484423333333334,2021-04-20 00:00:00,0.0015164151696741793,77987.42138363788
2021-04-20 06:00:00,8.485177499999999,2599.3333333333335,8.493066666666667,8.478815,2021-04-20 06:00:00,0.0016795955849676159,19728.155339806894
2021-04-20 12:00:00,8.479056388888889,2317.6666666666665,8.488148333333333,8.468391666666667,2021-04-20 12:00:00,0.00233005487409607,23646.357151210577
2021-04-20 18:00:00,8.47257643939394,1129.8333333333333,8.474163636363636,8.469051666666667,2021-04-20 18:00:00,0.0006033548040004374,16855.070018559723
2021-04-21 00:00:00,8.473283611111112,1862.3333333333333,8.475821666666667,8.469308333333334,2021-04-21 00:00:00,0.0007686905846974691,79225.82174931775
2021-04-21 06:00:00,8.462839166666667,2607.3333333333335,8.474783333333333,8.454233333333333,2021-04-21 06:00:00,0.002428263091769742,30092.118730812526
2021-04-21 12:00:00,8.45899611111111,2089.8333333333335,8.467130000000001,8.450025,2021-04-21 12:00:00,0.002022107561621048,14111.922141119174
2021-04-21 18:00:00,8.466194367816092,1368.5,8.468303333333333,8.463431666666667,2021-04-21 18:00:00,0.0005754257999539718,12043.262204033335
